JobId,MatchedJobs,OtherSuggested,Date,datepart,month,year
3545239,7,163,02-07-2015,02,07,2015
3545239,7,160,03-07-2015,03,07,2015
3508597,2707,2581,25-06-2015,25,06,2015
3477431,29,3262,18-06-2015,18,06,2015
3633353,13,13081,16-07-2015,16,07,2015
3633353,14,13244,18-07-2015,18,07,2015
3592783,85,6174,09-07-2015,09,07,2015
3592783,84,2335,11-07-2015,11,07,2015
3654469,0,7,21-07-2015,21,07,2015
3561203,42,9106,04-07-2015,04,07,2015
3583337,10,9347,07-07-2015,07,07,2015
3583337,8,6554,09-07-2015,09,07,2015
3584495,11296,74864,07-07-2015,07,07,2015
3584495,11299,1341,09-07-2015,09,07,2015
3670129,26,1483,23-07-2015,23,07,2015
3670129,28,14,25-07-2015,25,07,2015
3693805,27,9885,28-07-2015,28,07,2015
3693805,27,4398,30-07-2015,30,07,2015
3623415,431,26767,14-07-2015,14,07,2015
3623415,0,0,16-07-2015,16,07,2015
3589837,20,6190,09-07-2015,09,07,2015
3565259,26,868,07-07-2015,07,07,2015
3546769,249,1845,02-07-2015,02,07,2015
3546769,253,3205,03-07-2015,03,07,2015
3705637,347,6889,30-07-2015,30,07,2015
3705637,336,2663,01-08-2015,01,08,2015
3569113,8,6954,04-07-2015,04,07,2015
3690593,111,5910,28-07-2015,28,07,2015
3690593,119,3244,30-07-2015,30,07,2015
3576061,81,5700,07-07-2015,07,07,2015
3574685,52,3091,07-07-2015,07,07,2015
3581951,795,19634,07-07-2015,07,07,2015
3581951,814,3486,09-07-2015,09,07,2015
3636869,475,20314,16-07-2015,16,07,2015
3636869,490,407,18-07-2015,18,07,2015
3475377,21,33,18-06-2015,18,06,2015
3654007,6,5,21-07-2015,21,07,2015
3654279,491,106,23-07-2015,23,07,2015
3654279,497,41,25-07-2015,25,07,2015
3489405,15,2325,20-06-2015,20,06,2015
3612341,256,531,11-07-2015,11,07,2015
3657799,4,11925,21-07-2015,21,07,2015
3657799,4,4167,23-07-2015,23,07,2015
3683153,604,3655,25-07-2015,25,07,2015
3666901,5422,7089,23-07-2015,23,07,2015
3664221,159,484,23-07-2015,23,07,2015
3444229,1436,3639,11-06-2015,11,06,2015
3660187,118,15304,21-07-2015,21,07,2015
3660187,124,10518,23-07-2015,23,07,2015
3450425,880,7134,11-06-2015,11,06,2015
3654333,552,55364,21-07-2015,21,07,2015
3689125,2102,2558,28-07-2015,28,07,2015
3583455,2908,4433,07-07-2015,07,07,2015
3583455,2915,0,09-07-2015,09,07,2015
3486103,139,2797,18-06-2015,18,06,2015
3486103,131,1498,20-06-2015,20,06,2015
3486103,121,2000,09-07-2015,09,07,2015
3486103,119,1114,11-07-2015,11,07,2015
3679311,0,0,25-07-2015,25,07,2015
3663171,9291,12696,23-07-2015,23,07,2015
3642065,753,3686,18-07-2015,18,07,2015
3542035,67,626,02-07-2015,02,07,2015
3665399,80,5070,23-07-2015,23,07,2015
3527303,0,0,03-07-2015,03,07,2015
3611811,168,4108,11-07-2015,11,07,2015
3589299,177,2460,09-07-2015,09,07,2015
3597645,12,4,09-07-2015,09,07,2015
3597645,10,0,11-07-2015,11,07,2015
3652747,1171,34,23-07-2015,23,07,2015
3652747,1165,20,25-07-2015,25,07,2015
3373851,171,18,28-05-2015,28,05,2015
3373851,284,47,30-05-2015,30,05,2015
3526195,0,0,03-07-2015,03,07,2015
3557361,889,21458,02-07-2015,02,07,2015
3557361,893,558,04-07-2015,04,07,2015
3557361,879,87377,18-07-2015,18,07,2015
3557361,877,97465,21-07-2015,21,07,2015
3557361,888,41203,23-07-2015,23,07,2015
3557361,882,142,25-07-2015,25,07,2015
3636031,174,50,16-07-2015,16,07,2015
3636031,183,49,18-07-2015,18,07,2015
3637871,7,1,16-07-2015,16,07,2015
3637871,8,1,18-07-2015,18,07,2015
3531719,12,6,30-06-2015,30,06,2015
3525805,111,48,02-07-2015,02,07,2015
3635087,14,54,16-07-2015,16,07,2015
3635087,16,2,18-07-2015,18,07,2015
3685183,133,1181,25-07-2015,25,07,2015
3569741,275,4914,07-07-2015,07,07,2015
3598243,1193,6,09-07-2015,09,07,2015
3598243,1201,0,11-07-2015,11,07,2015
3537379,2354,0,02-07-2015,02,07,2015
3429833,42,213,09-06-2015,09,06,2015
3429833,43,52,11-06-2015,11,06,2015
3429833,41,201,30-06-2015,30,06,2015
3429833,0,0,03-07-2015,03,07,2015
3429833,0,0,03-07-2015,03,07,2015
3310515,3,0,14-05-2015,14,05,2015
3310515,3,12,16-05-2015,16,05,2015
3450357,720,8290,11-06-2015,11,06,2015
3609495,237,2016,11-07-2015,11,07,2015
3130329,827,16580,14-04-2015,14,04,2015
3534183,531,2,02-07-2015,02,07,2015
3641477,9,525,18-07-2015,18,07,2015
3565571,0,7732,04-07-2015,04,07,2015
3691235,345,2365,28-07-2015,28,07,2015
3691235,355,2122,30-07-2015,30,07,2015
3489937,2899,22377,20-06-2015,20,06,2015
3610675,1410,79,11-07-2015,11,07,2015
3623953,95,8533,14-07-2015,14,07,2015
3623953,0,0,16-07-2015,16,07,2015
3692593,155,1603,28-07-2015,28,07,2015
3692593,159,1262,30-07-2015,30,07,2015
3639702,93,529,18-07-2015,18,07,2015
3643043,135,2672,18-07-2015,18,07,2015
3650731,277,8594,18-07-2015,18,07,2015
3669385,85,3259,23-07-2015,23,07,2015
3669385,82,1405,25-07-2015,25,07,2015
3528691,0,0,03-07-2015,03,07,2015
3229503,0,0,28-04-2015,28,04,2015
3229503,2,698,29-04-2015,29,04,2015
3229503,2,698,29-04-2015,29,04,2015
3229503,2,698,29-04-2015,29,04,2015
3229503,2,698,29-04-2015,29,04,2015
3696509,87,980,28-07-2015,28,07,2015
3696509,87,450,30-07-2015,30,07,2015
3683113,83,5057,25-07-2015,25,07,2015
3616147,18185,60596,11-07-2015,11,07,2015
3573361,0,8,07-07-2015,07,07,2015
3634573,0,0,16-07-2015,16,07,2015
3634573,701,589,18-07-2015,18,07,2015
3549925,1189,9099,02-07-2015,02,07,2015
3672755,8,3375,23-07-2015,23,07,2015
3672755,9,4981,25-07-2015,25,07,2015
3645873,126,546,18-07-2015,18,07,2015
3678525,2238,71890,25-07-2015,25,07,2015
3566155,2641,773,09-07-2015,09,07,2015
3566155,2589,668,04-08-2015,04,08,2015
3566155,2612,389,06-08-2015,06,08,2015
3672615,463,307,23-07-2015,23,07,2015
3672615,468,215,25-07-2015,25,07,2015
3557683,24596,12103,02-07-2015,02,07,2015
3557683,24638,4519,04-07-2015,04,07,2015
3643351,2029,2661,18-07-2015,18,07,2015
3559583,32,1204,03-07-2015,03,07,2015
3559583,32,1022,04-07-2015,04,07,2015
3646879,4,180,18-07-2015,18,07,2015
3642851,8,261,18-07-2015,18,07,2015
3539241,5,24,02-07-2015,02,07,2015
3608863,5,247,11-07-2015,11,07,2015
3606529,20,1213,11-07-2015,11,07,2015
3685315,693,2572,25-07-2015,25,07,2015
3686293,21,323,25-07-2015,25,07,2015
3668780,98,16014,23-07-2015,23,07,2015
3668780,99,16123,25-07-2015,25,07,2015
3614397,9,2549,11-07-2015,11,07,2015
3510747,9,12847,25-06-2015,25,06,2015
3537787,139,786,02-07-2015,02,07,2015
3475257,0,0,18-06-2015,18,06,2015
3475257,0,0,20-06-2015,20,06,2015
3644891,1,592,18-07-2015,18,07,2015
3655571,155,1090,21-07-2015,21,07,2015
3655571,154,1048,23-07-2015,23,07,2015
3675845,1,160,25-07-2015,25,07,2015
3543199,251,1740,02-07-2015,02,07,2015
3705683,2759,32301,30-07-2015,30,07,2015
3705683,2762,1581,01-08-2015,01,08,2015
3596089,1096,28,09-07-2015,09,07,2015
3596089,1102,8,11-07-2015,11,07,2015
3615537,43127,27270,11-07-2015,11,07,2015
3656441,36750,135564,21-07-2015,21,07,2015
3656441,37010,11319,23-07-2015,23,07,2015
3115705,6,192,11-04-2015,11,04,2015
3115705,9,367,11-07-2015,11,07,2015
3115705,10,374,14-07-2015,14,07,2015
3115705,9,371,16-07-2015,16,07,2015
3115705,9,376,18-07-2015,18,07,2015
3115705,10,380,21-07-2015,21,07,2015
3115705,10,333,23-07-2015,23,07,2015
3115705,8,293,25-07-2015,25,07,2015
3115705,9,267,28-07-2015,28,07,2015
3115705,10,266,30-07-2015,30,07,2015
3115705,8,266,06-08-2015,06,08,2015
3616154,984,13945,11-07-2015,11,07,2015
3616154,922,13732,06-08-2015,06,08,2015
3550239,2,52,03-07-2015,03,07,2015
3550239,2,29,04-07-2015,04,07,2015
3631695,0,0,16-07-2015,16,07,2015
3563939,18,874,04-07-2015,04,07,2015
3604249,52,116,11-07-2015,11,07,2015
3624283,27632,95225,14-07-2015,14,07,2015
3624283,26536,8112,16-07-2015,16,07,2015
3550327,0,0,02-07-2015,02,07,2015
3550327,0,0,03-07-2015,03,07,2015
3575645,130,2774,07-07-2015,07,07,2015
3682007,40,168,25-07-2015,25,07,2015
3170271,0,1572,23-04-2015,23,04,2015
3170271,0,1681,29-04-2015,29,04,2015
3170271,0,1681,29-04-2015,29,04,2015
3170271,0,1681,29-04-2015,29,04,2015
3660255,63,48818,21-07-2015,21,07,2015
3660255,58,2263,23-07-2015,23,07,2015
3435559,1423,69,11-06-2015,11,06,2015
3685055,5207,8703,25-07-2015,25,07,2015
3469903,52,137,18-06-2015,18,06,2015
3462446,1753,15323,13-06-2015,13,06,2015
3462446,2181,13071,06-08-2015,06,08,2015
3604453,621,1229,11-07-2015,11,07,2015
3696421,552,4301,28-07-2015,28,07,2015
3696421,551,1506,30-07-2015,30,07,2015
3689007,0,3,28-07-2015,28,07,2015
3537289,6,0,02-07-2015,02,07,2015
3606325,384,397,11-07-2015,11,07,2015
3615745,22,2554,14-07-2015,14,07,2015
3663613,550,2120,23-07-2015,23,07,2015
3510209,5945,33607,25-06-2015,25,06,2015
3600135,0,41,09-07-2015,09,07,2015
3600135,0,39,11-07-2015,11,07,2015
3401601,511,2346,02-06-2015,02,06,2015
3278947,0,23,12-05-2015,12,05,2015
3538199,36,875,30-06-2015,30,06,2015
3538199,38,803,02-07-2015,02,07,2015
3597247,459,38392,09-07-2015,09,07,2015
3597247,476,95,11-07-2015,11,07,2015
3524169,228,162,30-06-2015,30,06,2015
3524169,0,0,03-07-2015,03,07,2015
3524169,0,0,03-07-2015,03,07,2015
3663697,157,0,23-07-2015,23,07,2015
3574805,99,125,07-07-2015,07,07,2015
3559473,9,1407,03-07-2015,03,07,2015
3559473,9,1068,04-07-2015,04,07,2015
3559473,8,1298,11-07-2015,11,07,2015
3559473,8,951,14-07-2015,14,07,2015
3559473,8,1175,16-07-2015,16,07,2015
3559473,8,1297,18-07-2015,18,07,2015
3601103,644,422,11-07-2015,11,07,2015
3549047,504,5917,03-07-2015,03,07,2015
3549047,510,1165,04-07-2015,04,07,2015
3618161,97,959,14-07-2015,14,07,2015
3618161,89,903,16-07-2015,16,07,2015
3645579,359,8378,18-07-2015,18,07,2015
3488731,29,8434,20-06-2015,20,06,2015
3569663,521,28582,04-07-2015,04,07,2015
3524189,0,0,27-06-2015,27,06,2015
3524189,0,0,03-07-2015,03,07,2015
3647635,842,43568,21-07-2015,21,07,2015
3647635,857,44777,23-07-2015,23,07,2015
3525603,1722,2411,02-07-2015,02,07,2015
3525603,1732,4849,03-07-2015,03,07,2015
3513585,146,25,25-06-2015,25,06,2015
3513585,149,3,27-06-2015,27,06,2015
3623831,223,798,14-07-2015,14,07,2015
3623831,0,0,16-07-2015,16,07,2015
3658469,166,3044,21-07-2015,21,07,2015
3658469,170,2714,23-07-2015,23,07,2015
3584014,1396,44181,07-07-2015,07,07,2015
3584014,1392,19833,09-07-2015,09,07,2015
3498257,2070,29222,20-06-2015,20,06,2015
3460859,1,85,13-06-2015,13,06,2015
3686443,26,22,25-07-2015,25,07,2015
3600997,1775,3160,11-07-2015,11,07,2015
3682627,109,244,25-07-2015,25,07,2015
3544443,0,0,30-06-2015,30,06,2015
3544443,0,0,02-07-2015,02,07,2015
3544443,0,0,03-07-2015,03,07,2015
3544443,0,0,03-07-2015,03,07,2015
3544443,0,0,03-07-2015,03,07,2015
3485679,1297,69,18-06-2015,18,06,2015
3485679,1320,26,20-06-2015,20,06,2015
3549245,888,48243,02-07-2015,02,07,2015
3556925,156,1478,02-07-2015,02,07,2015
3556925,154,1411,03-07-2015,03,07,2015
3556925,155,4,04-07-2015,04,07,2015
3580059,8210,97734,07-07-2015,07,07,2015
3580059,8185,3630,09-07-2015,09,07,2015
3499991,0,0,23-06-2015,23,06,2015
3525389,170,4769,27-06-2015,27,06,2015
3525389,0,0,03-07-2015,03,07,2015
3366629,1828,0,25-07-2015,25,07,2015
3366629,1834,0,28-07-2015,28,07,2015
3366629,1828,0,30-07-2015,30,07,2015
3366629,1856,0,01-08-2015,01,08,2015
3366629,1832,2,04-08-2015,04,08,2015
3366629,1839,0,06-08-2015,06,08,2015
3366629,1833,14709,08-08-2015,08,08,2015
3522207,459,299,27-06-2015,27,06,2015
3522207,0,0,03-07-2015,03,07,2015
3417113,2508,144143,04-06-2015,04,06,2015
3562563,303,11836,04-07-2015,04,07,2015
3529279,18,197,27-06-2015,27,06,2015
3529279,0,0,03-07-2015,03,07,2015
3688005,1189,17,28-07-2015,28,07,2015
3627353,0,0,16-07-2015,16,07,2015
3489951,8799,50829,20-06-2015,20,06,2015
3380357,73,3280,27-05-2015,27,05,2015
3380357,43,2427,28-05-2015,28,05,2015
3160841,0,105,18-04-2015,18,04,2015
3338339,0,0,21-05-2015,21,05,2015
3531561,0,6310,30-06-2015,30,06,2015
3531561,0,4022,02-07-2015,02,07,2015
3484831,222,1138,20-06-2015,20,06,2015
3518971,0,0,27-06-2015,27,06,2015
3576067,83,2,07-07-2015,07,07,2015
3663255,285,1088,23-07-2015,23,07,2015
3638685,3,29,16-07-2015,16,07,2015
3638685,2,20,18-07-2015,18,07,2015
3564039,2,195,04-07-2015,04,07,2015
3565555,32,66,04-07-2015,04,07,2015
3636821,164,25516,16-07-2015,16,07,2015
3636821,169,1,18-07-2015,18,07,2015
3670237,5013,48103,23-07-2015,23,07,2015
3670237,5018,29,25-07-2015,25,07,2015
3621823,10,2093,14-07-2015,14,07,2015
3621823,10,46,16-07-2015,16,07,2015
3572709,122,2312,07-07-2015,07,07,2015
3569117,66,532,04-07-2015,04,07,2015
3509959,0,0,25-06-2015,25,06,2015
3509959,0,0,27-06-2015,27,06,2015
3438733,3468,365,11-06-2015,11,06,2015
3581449,423,60,07-07-2015,07,07,2015
3581449,435,0,09-07-2015,09,07,2015
3536933,168,61,02-07-2015,02,07,2015
3540585,67,9038,02-07-2015,02,07,2015
3641221,35,137,18-07-2015,18,07,2015
3558979,0,2,07-07-2015,07,07,2015
3583295,323,60277,07-07-2015,07,07,2015
3583295,331,14310,09-07-2015,09,07,2015
3636177,266,41876,16-07-2015,16,07,2015
3636177,278,1459,18-07-2015,18,07,2015
3690313,1017,2177,28-07-2015,28,07,2015
3690313,1040,34,30-07-2015,30,07,2015
3557291,2490,10,04-07-2015,04,07,2015
3602895,738,3683,11-07-2015,11,07,2015
3694255,1935,1757,28-07-2015,28,07,2015
3694255,1960,40,30-07-2015,30,07,2015
3506939,413,11136,25-06-2015,25,06,2015
3681263,46305,63941,25-07-2015,25,07,2015
3621921,474,4285,14-07-2015,14,07,2015
3621921,0,0,16-07-2015,16,07,2015
3461875,2457,13426,13-06-2015,13,06,2015
3461875,2513,12979,02-07-2015,02,07,2015
3461875,2506,7016,03-07-2015,03,07,2015
3461875,2514,5593,04-07-2015,04,07,2015
3461875,2536,11753,14-07-2015,14,07,2015
3461875,2477,2496,16-07-2015,16,07,2015
3461875,2498,435,08-08-2015,08,08,2015
2468999,627,17825,11-12-2014,11,12,2014
2468999,689,11290,12-12-2014,12,12,2014
2468999,690,19120,13-12-2014,13,12,2014
2468999,545,15996,21-03-2015,21,03,2015
2468999,526,11492,27-03-2015,27,03,2015
2468999,261,5591,28-03-2015,28,03,2015
2468999,79,25200,11-07-2015,11,07,2015
3586615,0,2,09-07-2015,09,07,2015
3659145,5215,16467,21-07-2015,21,07,2015
3659145,5359,458,23-07-2015,23,07,2015
3689095,70,222,28-07-2015,28,07,2015
3482893,343,5021,18-06-2015,18,06,2015
3482893,342,310,20-06-2015,20,06,2015
3521187,417,1012,25-06-2015,25,06,2015
3521187,418,914,27-06-2015,27,06,2015
3638201,85,1590,16-07-2015,16,07,2015
3638201,97,1596,18-07-2015,18,07,2015
3548281,1107,52,02-07-2015,02,07,2015
3623883,1609,1281,14-07-2015,14,07,2015
3623883,1562,24,16-07-2015,16,07,2015
3529237,0,2,27-06-2015,27,06,2015
3529237,0,0,03-07-2015,03,07,2015
3628513,965,1703,16-07-2015,16,07,2015
3651499,268,62,18-07-2015,18,07,2015
3550819,24,285,02-07-2015,02,07,2015
3657411,149,695,21-07-2015,21,07,2015
3657411,149,10,23-07-2015,23,07,2015
3380287,78,3335,27-05-2015,27,05,2015
3380287,45,2494,28-05-2015,28,05,2015
3678889,5595,3,25-07-2015,25,07,2015
3486071,416,2548,20-06-2015,20,06,2015
3514151,38,165,25-06-2015,25,06,2015
3514151,34,119,27-06-2015,27,06,2015
3643253,99,390,18-07-2015,18,07,2015
3641215,141,0,18-07-2015,18,07,2015
3643407,93,12,18-07-2015,18,07,2015
3553349,92,1502,04-07-2015,04,07,2015
3566141,247,109,04-07-2015,04,07,2015
3709463,62,41787,30-07-2015,30,07,2015
3709463,67,29472,01-08-2015,01,08,2015
3683141,518,2208,25-07-2015,25,07,2015
3409921,959,683,04-06-2015,04,06,2015
3553295,50,0,04-07-2015,04,07,2015
3598907,3527,97039,09-07-2015,09,07,2015
3598907,3540,76412,11-07-2015,11,07,2015
3706409,2297,29345,30-07-2015,30,07,2015
3706409,2314,6715,01-08-2015,01,08,2015
3619253,1691,22678,14-07-2015,14,07,2015
3619253,1614,21047,16-07-2015,16,07,2015
3635053,7496,25442,16-07-2015,16,07,2015
3635053,7600,5127,18-07-2015,18,07,2015
3582795,755,1318,07-07-2015,07,07,2015
3582795,771,1,09-07-2015,09,07,2015
3549659,724,36448,02-07-2015,02,07,2015
3549659,733,3606,03-07-2015,03,07,2015
3492447,360,110447,20-06-2015,20,06,2015
3685385,307,31171,25-07-2015,25,07,2015
3643131,568,2697,18-07-2015,18,07,2015
3555977,767,4,04-07-2015,04,07,2015
3642719,4600,797,18-07-2015,18,07,2015
3420265,140,1,06-06-2015,06,06,2015
3627771,60,382,16-07-2015,16,07,2015
3469209,302,2717,16-06-2015,16,06,2015
3469209,299,139,18-06-2015,18,06,2015
3534363,703,3153,02-07-2015,02,07,2015
3635935,1245,727,16-07-2015,16,07,2015
3635935,1269,79,18-07-2015,18,07,2015
2988543,7326,138,19-03-2015,19,03,2015
2988543,2345,49197,26-05-2015,26,05,2015
2988543,4118,35502,27-05-2015,27,05,2015
2988543,2355,7436,28-05-2015,28,05,2015
2988543,4235,54078,11-06-2015,11,06,2015
2988543,4245,4434,13-06-2015,13,06,2015
2988543,4212,81373,16-06-2015,16,06,2015
2988543,4247,47886,18-06-2015,18,06,2015
2988543,4230,3135,02-07-2015,02,07,2015
2988543,4268,709,04-07-2015,04,07,2015
2988543,4199,2744,16-07-2015,16,07,2015
2988543,4292,30433,18-07-2015,18,07,2015
3672861,179,3,25-07-2015,25,07,2015
3667997,120,3928,23-07-2015,23,07,2015
3652711,0,0,23-07-2015,23,07,2015
3652711,0,0,25-07-2015,25,07,2015
3612169,638,33473,11-07-2015,11,07,2015
3667335,458,11818,23-07-2015,23,07,2015
3640529,3428,182,18-07-2015,18,07,2015
3575907,145,0,07-07-2015,07,07,2015
3680667,98,187,25-07-2015,25,07,2015
3555195,891,34,04-07-2015,04,07,2015
3561693,1615,8,04-07-2015,04,07,2015
3468699,1001,6511,16-06-2015,16,06,2015
3691491,2670,24955,28-07-2015,28,07,2015
3691491,2741,8873,30-07-2015,30,07,2015
3586689,6,8,11-07-2015,11,07,2015
3546639,0,10,02-07-2015,02,07,2015
3534101,1181,4149,02-07-2015,02,07,2015
3633963,0,0,16-07-2015,16,07,2015
3633963,269,3225,18-07-2015,18,07,2015
3521389,84,612,27-06-2015,27,06,2015
3521389,0,0,03-07-2015,03,07,2015
3618199,22,733,14-07-2015,14,07,2015
3618199,22,675,16-07-2015,16,07,2015
3555269,2689,284,04-07-2015,04,07,2015
3625461,21,551,16-07-2015,16,07,2015
3609875,9243,94425,11-07-2015,11,07,2015
3502653,79,2664,25-06-2015,25,06,2015
3498963,0,0,23-06-2015,23,06,2015
3498963,0,0,25-06-2015,25,06,2015
3602101,8,3936,11-07-2015,11,07,2015
3546235,2291,16368,02-07-2015,02,07,2015
3546235,2308,9755,03-07-2015,03,07,2015
3574673,0,0,07-07-2015,07,07,2015
3666111,8846,12459,23-07-2015,23,07,2015
3514747,620,17,27-06-2015,27,06,2015
3545711,2,63,04-07-2015,04,07,2015
3701813,2502,110423,30-07-2015,30,07,2015
3233133,0,0,28-04-2015,28,04,2015
3233133,0,0,29-04-2015,29,04,2015
3233133,0,0,29-04-2015,29,04,2015
3233133,0,0,29-04-2015,29,04,2015
3233133,0,0,29-04-2015,29,04,2015
3473845,3717,15541,18-06-2015,18,06,2015
3568347,124,8606,04-07-2015,04,07,2015
3527493,0,0,03-07-2015,03,07,2015
3539035,284,1389,02-07-2015,02,07,2015
3634781,0,0,16-07-2015,16,07,2015
3634781,50,45,18-07-2015,18,07,2015
3676527,38,84,25-07-2015,25,07,2015
3561843,44,1752,04-07-2015,04,07,2015
3551065,341,14749,02-07-2015,02,07,2015
3528295,0,0,03-07-2015,03,07,2015
3583485,31,1382,07-07-2015,07,07,2015
3583485,31,38,09-07-2015,09,07,2015
3583485,36,1532,11-07-2015,11,07,2015
3583485,38,1063,14-07-2015,14,07,2015
3583485,37,1741,16-07-2015,16,07,2015
3583485,34,505,18-07-2015,18,07,2015
3501339,127,273,23-06-2015,23,06,2015
3501339,126,73,25-06-2015,25,06,2015
3462616,45,15419,13-06-2015,13,06,2015
3462616,48,182,06-08-2015,06,08,2015
3598201,496,1484,09-07-2015,09,07,2015
3598201,499,30,11-07-2015,11,07,2015
3633645,5441,11202,16-07-2015,16,07,2015
3633645,5561,4119,18-07-2015,18,07,2015
3528167,0,0,03-07-2015,03,07,2015
3628209,1243,17695,16-07-2015,16,07,2015
2593161,333,37570,08-01-2015,08,01,2015
2593161,359,72090,10-02-2015,10,02,2015
2593161,322,0,10-03-2015,10,03,2015
2593161,366,9967,23-04-2015,23,04,2015
2593161,158,1,11-06-2015,11,06,2015
2593161,158,3196,13-06-2015,13,06,2015
2593161,168,57407,25-07-2015,25,07,2015
3176865,117,558,18-04-2015,18,04,2015
3176985,594,1001,18-04-2015,18,04,2015
3696453,297,1785,28-07-2015,28,07,2015
3696453,299,1843,30-07-2015,30,07,2015
3693461,381,2676,28-07-2015,28,07,2015
3693461,381,177,30-07-2015,30,07,2015
3207797,0,24608,25-04-2015,25,04,2015
3334347,0,0,19-05-2015,19,05,2015
3340219,3343,2375,19-05-2015,19,05,2015
3340219,147,2295,21-05-2015,21,05,2015
3450335,1645,11128,11-06-2015,11,06,2015
3647247,0,0,23-07-2015,23,07,2015
3647247,0,0,25-07-2015,25,07,2015
3665113,1007,10249,23-07-2015,23,07,2015
3445645,4,67,11-06-2015,11,06,2015
3658847,3,2767,21-07-2015,21,07,2015
3658847,3,1650,23-07-2015,23,07,2015
3650625,13,8264,18-07-2015,18,07,2015
3589477,298,83,09-07-2015,09,07,2015
3646451,109,1250,18-07-2015,18,07,2015
3701681,451,189,30-07-2015,30,07,2015
3649405,1212,16920,18-07-2015,18,07,2015
3692155,379,3673,28-07-2015,28,07,2015
3692155,391,98,30-07-2015,30,07,2015
3543419,0,0,02-07-2015,02,07,2015
3528485,0,0,03-07-2015,03,07,2015
3528485,0,0,03-07-2015,03,07,2015
3703849,24,1508,30-07-2015,30,07,2015
3703849,24,1538,01-08-2015,01,08,2015
3651705,4,3873,18-07-2015,18,07,2015
3651699,4,2514,18-07-2015,18,07,2015
3630399,0,0,16-07-2015,16,07,2015
3631635,2815,35,16-07-2015,16,07,2015
3487215,3,4,20-06-2015,20,06,2015
3632755,1,7,16-07-2015,16,07,2015
3692919,33,1974,28-07-2015,28,07,2015
3692919,34,1329,30-07-2015,30,07,2015
3618075,1816,2,23-07-2015,23,07,2015
3683309,88,12736,25-07-2015,25,07,2015
3169823,37911,121155,18-04-2015,18,04,2015
3169823,35539,108619,21-04-2015,21,04,2015
3169823,33646,105853,23-04-2015,23,04,2015
3169823,38219,88523,25-04-2015,25,04,2015
3169823,27460,60575,14-05-2015,14,05,2015
3169823,42075,100992,16-05-2015,16,05,2015
3169823,10060,65227,26-05-2015,26,05,2015
3169823,21142,109770,27-05-2015,27,05,2015
3169823,10079,65187,28-05-2015,28,05,2015
3169823,21983,115761,30-05-2015,30,05,2015
3169823,21811,122166,04-06-2015,04,06,2015
3169823,22095,128191,06-06-2015,06,06,2015
3169823,22132,129568,11-06-2015,11,06,2015
3169823,55,1273,27-06-2015,27,06,2015
3169823,0,0,03-07-2015,03,07,2015
3520459,75,12874,27-06-2015,27,06,2015
3568577,22,170,04-07-2015,04,07,2015
3681959,1,115,25-07-2015,25,07,2015
3572537,1480,1895,07-07-2015,07,07,2015
3448771,44,4681,11-06-2015,11,06,2015
3657761,6,3216,21-07-2015,21,07,2015
3657761,7,2974,23-07-2015,23,07,2015
3596305,505,8786,09-07-2015,09,07,2015
3596305,507,1836,11-07-2015,11,07,2015
3413231,112,4163,04-06-2015,04,06,2015
3624611,113,1154,14-07-2015,14,07,2015
3624611,106,752,16-07-2015,16,07,2015
3328305,0,0,19-05-2015,19,05,2015
3579689,89,5712,07-07-2015,07,07,2015
3579689,89,5682,09-07-2015,09,07,2015
3569555,278,23,04-07-2015,04,07,2015
3626109,6,99,16-07-2015,16,07,2015
3635779,1265,21774,16-07-2015,16,07,2015
3635779,1289,205,18-07-2015,18,07,2015
3542803,556,2904,02-07-2015,02,07,2015
3575253,197,993,07-07-2015,07,07,2015
3695757,2080,194,28-07-2015,28,07,2015
3695757,2083,12,30-07-2015,30,07,2015
3666627,82,13591,23-07-2015,23,07,2015
3597441,1,0,09-07-2015,09,07,2015
3597441,1,0,11-07-2015,11,07,2015
3619759,440,11075,14-07-2015,14,07,2015
3619759,415,6313,16-07-2015,16,07,2015
3644941,107,1894,18-07-2015,18,07,2015
3514021,21,5680,25-06-2015,25,06,2015
3514021,18,5024,27-06-2015,27,06,2015
3514021,23,5372,30-06-2015,30,06,2015
3514021,0,0,03-07-2015,03,07,2015
3522503,0,3,27-06-2015,27,06,2015
3522503,0,0,30-06-2015,30,06,2015
3522503,0,0,03-07-2015,03,07,2015
3528735,0,0,03-07-2015,03,07,2015
3609451,0,0,11-07-2015,11,07,2015
3523623,0,9,30-06-2015,30,06,2015
3643989,677,2375,18-07-2015,18,07,2015
3468327,4746,485,16-06-2015,16,06,2015
3497285,10,2,23-06-2015,23,06,2015
3660895,1062,16906,25-07-2015,25,07,2015
3672955,7,1259,23-07-2015,23,07,2015
3672955,10,1267,25-07-2015,25,07,2015
3636195,17321,54672,16-07-2015,16,07,2015
3636195,17759,9607,18-07-2015,18,07,2015
3530381,314,270,30-06-2015,30,06,2015
3530381,0,0,03-07-2015,03,07,2015
3530381,0,0,03-07-2015,03,07,2015
3530381,0,0,03-07-2015,03,07,2015
3712393,58,15,01-08-2015,01,08,2015
3712393,57,16,04-08-2015,04,08,2015
3712393,55,16,06-08-2015,06,08,2015
3712393,51,8,08-08-2015,08,08,2015
3492833,4221,59645,20-06-2015,20,06,2015
3512019,88,31868,25-06-2015,25,06,2015
3512019,82,4518,23-07-2015,23,07,2015
3512019,86,22655,28-07-2015,28,07,2015
