user_industry,job_industry,Industry_Score
Consumer Durables / Electronics,Logistics / Courier / Tra,0
Consumer Durables / Electronics,Management Consulting / Strategy,0
Consumer Durables / Electronics,Matrimony,0
Consumer Durables / Electronics,Paint,0
Consumer Durables / Electronics,Sports / Fitness,0
Consumer Durables / Electronics,Textile /,0
Consumer Durables / Electronics,Trav,0
Education / Training,Education / Training,0.38
Education / Training,BPO / Call Center,0.21
Education / Training,IT - Software,0.09
Education / Training,Banking / Financial Services,0.03
Education / Training,Recruitment Services,0.03
Education / Training,Manufacturing,0.03
Education / Training,Fresher (No Industry),0.03
Education / Training,Advertising / MR / PR / Events,0.02
Education / Training,Internet / E-Commerce,0.01
Education / Training,Medical / Healthcare,0.01
Education / Training,Pharma / Biotech,0.01
Education / Training,Engineering / Construction,0.01
Education / Training,Quality Certification,0.01
Education / Training,FMCG / F&B,0.01
Education / Training,Hotel / Restaurant,0.01
Education / Training,Insurance,0.01
Education / Training,Telecom / ISP,0.01
Education / Training,Automobile / Auto Ancillaries,0.01
Education / Training,IT - Hardware / Networking,0.01
Education / Training,Media / Dotcom / Entertainment,0.01
Education / Training,Travel / Tourism,0.01
Education / Training,Textile / Garments / Fashion,0.01
Education / Training,Management Consulting / Strategy,0.01
Education / Training,Retail,0
Education / Training,KPO / Analytics,0
Education / Training,Logistics / Courier / Transportation,0
Education / Training,Aviation / Airline,0
Education / Training,Legal,0
Education / Training,Printing / Packaging,0
Education / Training,Real Estate,0
Education / Training,Export-Import / Trading,0
Education / Training,Paper / Wood,0
Education / Training,Consumer Durables / Electronics,0
Education / Training,NGO / Social Work,0
Education / Training,Education / Trai,0
Education / Training,Architecture / Interior Design,0
Education / Training,Metal / Iron / Steel,0
Education / Training,Personal Care / Beauty,0
Education / Training,Power / Energy,0
Education / Training,Government Department,0
Education / Training,Gems / Jewellery,0
Education / Training,Fertilizers / Pesticides,0
Education / Training,Sculpture / Craft,0
Education / Training,Agriculture / Dairy,0
Education / Training,Oil & Gas / Petroleum,0
Education / Training,Animation,0
Education / Training,M,0
Education / Training,Cement / Building Material,0
Education / Training,Security / Detective Services,0
Education / Training,Sports / Fitness,0
Education / Training,Chemical / Plastic / Rubber / Glass,0
Education / Training,Environment / Waste Management,0
Education / Training,Furnishings / Sanitaryware / Electricals,0
Education / Training,BPO / Call Cente,0
Education / Training,Gifts / Toys / Stationary,0
Education / Training,Mining,0
Education / Training,Printing / Packa,0
Education / Training,Trav,0
Education / Training,A,0
Education / Training,Banking /,0
Education / Training,Fresher (No ,0
Education / Training,Industrial Design,0
Education / Training,Logistics / Courier / Tra,0
Education / Training,Matrimony,0
Education / Training,Merchant Navy,0
Engineering / Construction,Engineering / Construction,0.35
Engineering / Construction,Manufacturing,0.11
Engineering / Construction,BPO / Call Center,0.09
Engineering / Construction,IT - Software,0.07
Engineering / Construction,Fresher (No Industry),0.04
Engineering / Construction,Recruitment Services,0.03
Engineering / Construction,Banking / Financial Services,0.02
Engineering / Construction,Education / Training,0.02
Engineering / Construction,Power / Energy,0.02
Engineering / Construction,Automobile / Auto Ancillaries,0.02
Engineering / Construction,Architecture / Interior Design,0.02
Engineering / Construction,FMCG / F&B,0.02
Engineering / Construction,Medical / Healthcare,0.02
Engineering / Construction,Telecom / ISP,0.02
Engineering / Construction,Oil & Gas / Petroleum,0.01
Engineering / Construction,Pharma / Biotech,0.01
Engineering / Construction,Cement / Building Material,0.01
Engineering / Construction,Real Estate,0.01
Engineering / Construction,Textile / Garments / Fashion,0.01
Engineering / Construction,Advertising / MR / PR / Events,0.01
Engineering / Construction,Consumer Durables / Electronics,0.01
Engineering / Construction,Paper / Wood,0.01
Engineering / Construction,Logistics / Courier / Transportation,0.01
Engineering / Construction,Internet / E-Commerce,0.01
Engineering / Construction,Hotel / Restaurant,0.01
Engineering / Construction,IT - Hardware / Networking,0.01
Engineering / Construction,Aviation / Airline,0
Engineering / Construction,Quality Certification,0
Engineering / Construction,Printing / Packaging,0
Engineering / Construction,Export-Import / Trading,0
Engineering / Construction,KPO / Analytics,0
Engineering / Construction,Retail,0
Engineering / Construction,Insurance,0
Engineering / Construction,Management Consulting / Strategy,0
Engineering / Construction,Travel / Tourism,0
Engineering / Construction,Chemical / Plastic / Rubber / Glass,0
Engineering / Construction,Metal / Iron / Steel,0
Engineering / Construction,Environment / Waste Management,0
Engineering / Construction,Legal,0
Engineering / Construction,Industrial Design,0
Engineering / Construction,Furnishings / Sanitaryware / Electricals,0
Engineering / Construction,Gems / Jewellery,0
Engineering / Construction,Security / Detective Services,0
Engineering / Construction,Fertilizers / Pesticides,0
Engineering / Construction,Media / Dotcom / Entertainment,0
Engineering / Construction,Government Department,0
Engineering / Construction,Agriculture / Dairy,0
Engineering / Construction,Personal Care / Beauty,0
Engineering / Construction,Engineering / Constructio,0
Engineering / Construction,Unskilled Labor / Domestic Help,0
Engineering / Construction,Animation,0
Engineering / Construction,A,0
Engineering / Construction,Mining,0
Engineering / Construction,NGO / Social Work,0
Engineering / Construction,Auto,0
Engineering / Construction,Paint,0
Engineering / Construction,Sculpture / Craft,0
Engineering / Construction,Astrology,0
Engineering / Construction,Banking /,0
Engineering / Construction,Chemical / Plast,0
Engineering / Construction,Fresher (No ,0
Engineering / Construction,M,0
Engineering / Construction,Powe,0
Environment / Waste Management,BPO / Call Center,0.19
Environment / Waste Management,Engineering / Construction,0.1
Environment / Waste Management,Fresher (No Industry),0.08
Environment / Waste Management,Manufacturing,0.07
Environment / Waste Management,Banking / Financial Services,0.05
Environment / Waste Management,FMCG / F&B,0.05
Environment / Waste Management,Environment / Waste Management,0.04
Environment / Waste Management,IT - Software,0.04
Environment / Waste Management,Pharma / Biotech,0.03
Environment / Waste Management,Chemical / Plastic / Rubber / Glass,0.03
Environment / Waste Management,Insurance,0.03
Environment / Waste Management,Advertising / MR / PR / Events,0.02
Environment / Waste Management,Recruitment Services,0.02
Environment / Waste Management,Automobile / Auto Ancillaries,0.02
Environment / Waste Management,Medical / Healthcare,0.02
Environment / Waste Management,Telecom / ISP,0.02
Environment / Waste Management,Education / Training,0.01
Environment / Waste Management,Hotel / Restaurant,0.01
Environment / Waste Management,Internet / E-Commerce,0.01
Environment / Waste Management,Logistics / Courier / Transportation,0.01
Environment / Waste Management,Quality Certification,0.01
Environment / Waste Management,Paper / Wood,0.01
Environment / Waste Management,Printing / Packaging,0.01
Environment / Waste Management,Textile / Garments / Fashion,0.01
Environment / Waste Management,Architecture / Interior Design,0
Environment / Waste Management,Aviation / Airline,0
Environment / Waste Management,Cement / Building Material,0
Environment / Waste Management,Export-Import / Trading,0
Environment / Waste Management,Fertilizers / Pesticides,0
Environment / Waste Management,Management Consulting / Strategy,0
Environment / Waste Management,Oil & Gas / Petroleum,0
Environment / Waste Management,Personal Care / Beauty,0
Environment / Waste Management,Power / Energy,0
Environment / Waste Management,Real Estate,0
Environment / Waste Management,Sports / Fitness,0
Environment / Waste Management,Travel / Tourism,0
Export-Import / Trading,Fresher (No Industry),0.16
Export-Import / Trading,BPO / Call Center,0.13
Export-Import / Trading,Manufacturing,0.09
Export-Import / Trading,Textile / Garments / Fashion,0.09
Export-Import / Trading,Export-Import / Trading,0.06
Export-Import / Trading,FMCG / F&B,0.05
Export-Import / Trading,IT - Software,0.04
Export-Import / Trading,Banking / Financial Services,0.04
Export-Import / Trading,Internet / E-Commerce,0.04
Export-Import / Trading,Pharma / Biotech,0.03
Export-Import / Trading,Logistics / Courier / Transportation,0.02
Export-Import / Trading,Medical / Healthcare,0.02
Export-Import / Trading,Education / Training,0.02
Export-Import / Trading,Recruitment Services,0.02
Export-Import / Trading,Retail,0.01
Export-Import / Trading,Advertising / MR / PR / Events,0.01
Export-Import / Trading,Automobile / Auto Ancillaries,0.01
Export-Import / Trading,Quality Certification,0.01
Export-Import / Trading,Real Estate,0.01
Export-Import / Trading,Engineering / Construction,0.01
Export-Import / Trading,Telecom / ISP,0.01
Export-Import / Trading,Paper / Wood,0.01
Export-Import / Trading,Fertilizers / Pesticides,0.01
Export-Import / Trading,IT - Hardware / Networking,0.01
Export-Import / Trading,Travel / Tourism,0.01
Export-Import / Trading,Chemical / Plastic / Rubber / Glass,0.01
Export-Import / Trading,Hotel / Restaurant,0.01
Export-Import / Trading,Aviation / Airline,0.01
Export-Import / Trading,Metal / Iron / Steel,0.01
Export-Import / Trading,Oil & Gas / Petroleum,0
Export-Import / Trading,Insurance,0
Export-Import / Trading,KPO / Analytics,0
Export-Import / Trading,Agriculture / Dairy,0
Export-Import / Trading,Media / Dotcom / Entertainment,0
Export-Import / Trading,Printing / Packaging,0
Export-Import / Trading,Architecture / Interior Design,0
Export-Import / Trading,Consumer Durables / Electronics,0
Export-Import / Trading,Gems / Jewellery,0
Export-Import / Trading,Management Consulting / Strategy,0
Export-Import / Trading,Paint,0
Export-Import / Trading,Cement / Building Material,0
Export-Import / Trading,Furnishings / Sanitaryware / Electricals,0
Export-Import / Trading,Power / Energy,0
Export-Import / Trading,Animation,0
Export-Import / Trading,Environment / Waste Management,0
Export-Import / Trading,Legal,0
Export-Import / Trading,Personal Care / Beauty,0
Export-Import / Trading,Government Department,0
Export-Import / Trading,Sculpture / Craft,0
Export-Import / Trading,Security / Detective Services,0
Export-Import / Trading,Gifts / Toys / Stationary,0
Export-Import / Trading,Industrial Design,0
Export-Import / Trading,Matrimony,0
Export-Import / Trading,Mining,0
Export-Import / Trading,NGO / Social Work,0
Export-Import / Trading,Sports / Fitness,0
Fertilizers / Pesticides,BPO / Call Center,0.14
Fertilizers / Pesticides,Manufacturing,0.12
Fertilizers / Pesticides,Pharma / Biotech,0.09
Fertilizers / Pesticides,Banking / Financial Services,0.08
Fertilizers / Pesticides,IT - Software,0.07
Fertilizers / Pesticides,Fresher (No Industry),0.05
Fertilizers / Pesticides,FMCG / F&B,0.05
Fertilizers / Pesticides,Engineering / Construction,0.03
Fertilizers / Pesticides,Education / Training,0.03
Fertilizers / Pesticides,Power / Energy,0.03
Fertilizers / Pesticides,Textile / Garments / Fashion,0.03
Fertilizers / Pesticides,Fertilizers / Pesticides,0.02
Fertilizers / Pesticides,Management Consulting / Strategy,0.02
Fertilizers / Pesticides,Paint,0.02
Fertilizers / Pesticides,Quality Certification,0.02
Fertilizers / Pesticides,Advertising / MR / PR / Events,0.01
Fertilizers / Pesticides,Automobile / Auto Ancillaries,0.01
Fertilizers / Pesticides,Insurance,0.01
Fertilizers / Pesticides,Paper / Wood,0.01
Fertilizers / Pesticides,Real Estate,0.01
Fertilizers / Pesticides,Recruitment Services,0.01
Fertilizers / Pesticides,Agriculture / Dairy,0.01
Fertilizers / Pesticides,Hotel / Restaurant,0.01
Fertilizers / Pesticides,Medical / Healthcare,0.01
Fertilizers / Pesticides,Travel / Tourism,0.01
Fertilizers / Pesticides,Chemical / Plastic / Rubber / Glass,0
Fertilizers / Pesticides,Consumer Durables / Electronics,0
Fertilizers / Pesticides,Environment / Waste Management,0
Fertilizers / Pesticides,Internet / E-Commerce,0
Fertilizers / Pesticides,IT - Hardware / Networking,0
Fertilizers / Pesticides,KPO / Analytics,0
Fertilizers / Pesticides,Legal,0
Fertilizers / Pesticides,Logistics / Courier / Transportation,0
Fertilizers / Pesticides,Printing / Packaging,0
Fertilizers / Pesticides,Telecom / ISP,0
FMCG / F&B,FMCG / F&B,0.21
FMCG / F&B,BPO / Call Center,0.09
FMCG / F&B,Manufacturing,0.08
FMCG / F&B,IT - Software,0.06
FMCG / F&B,Quality Certification,0.06
FMCG / F&B,Fresher (No Industry),0.05
FMCG / F&B,Banking / Financial Services,0.04
FMCG / F&B,Pharma / Biotech,0.04
FMCG / F&B,Advertising / MR / PR / Events,0.03
FMCG / F&B,Hotel / Restaurant,0.03
FMCG / F&B,Internet / E-Commerce,0.02
FMCG / F&B,Recruitment Services,0.02
FMCG / F&B,Insurance,0.02
FMCG / F&B,Paper / Wood,0.02
FMCG / F&B,Education / Training,0.02
FMCG / F&B,Automobile / Auto Ancillaries,0.02
FMCG / F&B,Retail,0.02
FMCG / F&B,Engineering / Construction,0.02
FMCG / F&B,Textile / Garments / Fashion,0.02
FMCG / F&B,Medical / Healthcare,0.02
FMCG / F&B,Logistics / Courier / Transportation,0.01
FMCG / F&B,Consumer Durables / Electronics,0.01
FMCG / F&B,Telecom / ISP,0.01
FMCG / F&B,Real Estate,0.01
FMCG / F&B,Travel / Tourism,0.01
FMCG / F&B,Cement / Building Material,0
FMCG / F&B,Export-Import / Trading,0
FMCG / F&B,Management Consulting / Strategy,0
FMCG / F&B,Oil & Gas / Petroleum,0
FMCG / F&B,Power / Energy,0
FMCG / F&B,IT - Hardware / Networking,0
FMCG / F&B,Media / Dotcom / Entertainment,0
FMCG / F&B,Chemical / Plastic / Rubber / Glass,0
FMCG / F&B,Agriculture / Dairy,0
FMCG / F&B,KPO / Analytics,0
FMCG / F&B,Gems / Jewellery,0
FMCG / F&B,Furnishings / Sanitaryware / Electricals,0
FMCG / F&B,Legal,0
FMCG / F&B,Environment / Waste Management,0
FMCG / F&B,Printing / Packaging,0
FMCG / F&B,Aviation / Airline,0
FMCG / F&B,NGO / Social Work,0
FMCG / F&B,Sculpture / Craft,0
FMCG / F&B,Security / Detective Services,0
FMCG / F&B,Architecture / Interior Design,0
FMCG / F&B,Fertilizers / Pesticides,0
FMCG / F&B,Metal / Iron / Steel,0
FMCG / F&B,Banking /,0
FMCG / F&B,Gifts / Toys / Stationary,0
FMCG / F&B,Government Department,0
FMCG / F&B,Paint,0
FMCG / F&B,Personal Care / Beauty,0
FMCG / F&B,Animation,0
FMCG / F&B,Engineering / Constructio,0
FMCG / F&B,Industrial Design,0
FMCG / F&B,M,0
FMCG / F&B,Matrimony,0
FMCG / F&B,Mining,0
FMCG / F&B,Trav,0
Fresher (No Industry),BPO / Call Center,0.29
Fresher (No Industry),IT - Software,0.23
Fresher (No Industry),Fresher (No Industry),0.07
Fresher (No Industry),Banking / Financial Services,0.06
Fresher (No Industry),Manufacturing,0.04
Fresher (No Industry),Education / Training,0.03
Fresher (No Industry),Engineering / Construction,0.03
Fresher (No Industry),Recruitment Services,0.03
Fresher (No Industry),Telecom / ISP,0.03
Fresher (No Industry),Internet / E-Commerce,0.02
Fresher (No Industry),Aviation / Airline,0.01
Fresher (No Industry),Medical / Healthcare,0.01
Fresher (No Industry),Pharma / Biotech,0.01
Fresher (No Industry),IT - Hardware / Networking,0.01
Fresher (No Industry),Automobile / Auto Ancillaries,0.01
Fresher (No Industry),Advertising / MR / PR / Events,0.01
Fresher (No Industry),FMCG / F&B,0.01
Fresher (No Industry),Insurance,0.01
Fresher (No Industry),Hotel / Restaurant,0.01
Fresher (No Industry),Power / Energy,0.01
Fresher (No Industry),Management Consulting / Strategy,0.01
Fresher (No Industry),Travel / Tourism,0.01
Fresher (No Industry),Textile / Garments / Fashion,0
Fresher (No Industry),KPO / Analytics,0
Fresher (No Industry),Consumer Durables / Electronics,0
Fresher (No Industry),Quality Certification,0
Fresher (No Industry),Logistics / Courier / Transportation,0
Fresher (No Industry),Media / Dotcom / Entertainment,0
Fresher (No Industry),Real Estate,0
Fresher (No Industry),Architecture / Interior Design,0
Fresher (No Industry),NGO / Social Work,0
Fresher (No Industry),Government Department,0
Fresher (No Industry),Export-Import / Trading,0
Fresher (No Industry),Industrial Design,0
Fresher (No Industry),Legal,0
Fresher (No Industry),Retail,0
Fresher (No Industry),Personal Care / Beauty,0
Fresher (No Industry),Agriculture / Dairy,0
Fresher (No Industry),Paper / Wood,0
Fresher (No Industry),Oil & Gas / Petroleum,0
Fresher (No Industry),Printing / Packaging,0
Fresher (No Industry),Fertilizers / Pesticides,0
Fresher (No Industry),M,0
Fresher (No Industry),Environment / Waste Management,0
Fresher (No Industry),Gems / Jewellery,0
Fresher (No Industry),Chemical / Plastic / Rubber / Glass,0
Fresher (No Industry),Security / Detective Services,0
Fresher (No Industry),BPO / Call Cente,0
Fresher (No Industry),Metal / Iron / Steel,0
Fresher (No Industry),Animation,0
Fresher (No Industry),Medical / Health,0
Fresher (No Industry),Merchant Navy,0
Fresher (No Industry),Cement / Building Material,0
Fresher (No Industry),Astrology,0
Fresher (No Industry),Sports / Fitness,0
Fresher (No Industry),Auto,0
Fresher (No Industry),Furnishings / Sanitaryware / Electricals,0
Fresher (No Industry),Aviation / Airlin,0
Fresher (No Industry),Paint,0
Fresher (No Industry),Unskilled Labor / Domestic Help,0
Fresher (No Industry),A,0
Fresher (No Industry),Banking /,0
Fresher (No Industry),Matrimony,0
Fresher (No Industry),Mining,0
Fresher (No Industry),Fresher (No ,0
Fresher (No Industry),Gifts / Toys / Stationary,0
Fresher (No Industry),Internet / E,0
Fresher (No Industry),Te,0
Fresher (No Industry),Vete,0
Fresher (No Industry),Veterinary Science / Pet Care,0
Furnishings / Sanitaryware / Electricals,BPO / Call Center,0.11
Furnishings / Sanitaryware / Electricals,Banking / Financial Services,0.08
Furnishings / Sanitaryware / Electricals,Manufacturing,0.06
Furnishings / Sanitaryware / Electricals,IT - Software,0.06
Furnishings / Sanitaryware / Electricals,Fresher (No Industry),0.05
Furnishings / Sanitaryware / Electricals,Advertising / MR / PR / Events,0.05
Furnishings / Sanitaryware / Electricals,Recruitment Services,0.05
Furnishings / Sanitaryware / Electricals,Engineering / Construction,0.04
Furnishings / Sanitaryware / Electricals,Automobile / Auto Ancillaries,0.03
Furnishings / Sanitaryware / Electricals,Internet / E-Commerce,0.03
Furnishings / Sanitaryware / Electricals,Quality Certification,0.03
Furnishings / Sanitaryware / Electricals,Hotel / Restaurant,0.03
Furnishings / Sanitaryware / Electricals,Retail,0.03
Furnishings / Sanitaryware / Electricals,FMCG / F&B,0.03
Furnishings / Sanitaryware / Electricals,Paper / Wood,0.03
Furnishings / Sanitaryware / Electricals,Consumer Durables / Electronics,0.02
Furnishings / Sanitaryware / Electricals,Education / Training,0.02
Furnishings / Sanitaryware / Electricals,Pharma / Biotech,0.02
Furnishings / Sanitaryware / Electricals,Real Estate,0.02
Furnishings / Sanitaryware / Electricals,Logistics / Courier / Transportation,0.02
Furnishings / Sanitaryware / Electricals,Medical / Healthcare,0.02
Furnishings / Sanitaryware / Electricals,Textile / Garments / Fashion,0.02
Furnishings / Sanitaryware / Electricals,Furnishings / Sanitaryware / Electricals,0.01
Furnishings / Sanitaryware / Electricals,Insurance,0.01
Furnishings / Sanitaryware / Electricals,Telecom / ISP,0.01
Furnishings / Sanitaryware / Electricals,IT - Hardware / Networking,0.01
Furnishings / Sanitaryware / Electricals,NGO / Social Work,0.01
Furnishings / Sanitaryware / Electricals,Sculpture / Craft,0.01
Furnishings / Sanitaryware / Electricals,Agriculture / Dairy,0.01
Furnishings / Sanitaryware / Electricals,Architecture / Interior Design,0.01
Furnishings / Sanitaryware / Electricals,Export-Import / Trading,0.01
Furnishings / Sanitaryware / Electricals,Management Consulting / Strategy,0.01
Furnishings / Sanitaryware / Electricals,Metal / Iron / Steel,0.01
Furnishings / Sanitaryware / Electricals,Security / Detective Services,0.01
Furnishings / Sanitaryware / Electricals,Travel / Tourism,0.01
Furnishings / Sanitaryware / Electricals,Aviation / Airline,0
Furnishings / Sanitaryware / Electricals,Chemical / Plastic / Rubber / Glass,0
Furnishings / Sanitaryware / Electricals,Gems / Jewellery,0
Furnishings / Sanitaryware / Electricals,Government Department,0
Furnishings / Sanitaryware / Electricals,KPO / Analytics,0
Furnishings / Sanitaryware / Electricals,Media / Dotcom / Entertainment,0
Furnishings / Sanitaryware / Electricals,Oil & Gas / Petroleum,0
Furnishings / Sanitaryware / Electricals,Printing / Packaging,0
Furnishings / Sanitaryware / Electricals,Sports / Fitness,0
Furnishings / Sanitaryware / Electricals,Trav,0
Furnishings / Sanitaryware / Electricals,Unskilled Labor / Domestic Help,0
Gems / Jewellery,BPO / Call Center,0.13
Gems / Jewellery,Gems / Jewellery,0.09
Gems / Jewellery,IT - Software,0.09
Gems / Jewellery,Banking / Financial Services,0.07
Gems / Jewellery,Manufacturing,0.07
Gems / Jewellery,Retail,0.06
Gems / Jewellery,Quality Certification,0.05
Gems / Jewellery,Fresher (No Industry),0.05
Gems / Jewellery,Advertising / MR / PR / Events,0.04
Gems / Jewellery,Recruitment Services,0.04
Gems / Jewellery,FMCG / F&B,0.03
Gems / Jewellery,Textile / Garments / Fashion,0.03
Gems / Jewellery,Hotel / Restaurant,0.03
Gems / Jewellery,Pharma / Biotech,0.03
Gems / Jewellery,Automobile / Auto Ancillaries,0.02
Gems / Jewellery,Real Estate,0.02
Gems / Jewellery,Internet / E-Commerce,0.02
Gems / Jewellery,Media / Dotcom / Entertainment,0.02
Gems / Jewellery,Insurance,0.01
Gems / Jewellery,Education / Training,0.01
Gems / Jewellery,Logistics / Courier / Transportation,0.01
Gems / Jewellery,Telecom / ISP,0.01
Gems / Jewellery,Travel / Tourism,0.01
Gems / Jewellery,Agriculture / Dairy,0.01
Gems / Jewellery,Chemical / Plastic / Rubber / Glass,0.01
Gems / Jewellery,Export-Import / Trading,0.01
Gems / Jewellery,Fertilizers / Pesticides,0.01
Gems / Jewellery,Government Department,0.01
Gems / Jewellery,KPO / Analytics,0.01
Gems / Jewellery,Matrimony,0.01
Gems / Jewellery,Medical / Healthcare,0.01
Gems / Jewellery,Personal Care / Beauty,0.01
Gems / Jewellery,Power / Energy,0.01
Gems / Jewellery,Printing / Packaging,0.01
Gems / Jewellery,Animation,0
Gems / Jewellery,Architecture / Interior Design,0
Gems / Jewellery,Aviation / Airline,0
Gems / Jewellery,Consumer Durables / Electronics,0
Gems / Jewellery,Environment / Waste Management,0
Gems / Jewellery,Furnishings / Sanitaryware / Electricals,0
Gems / Jewellery,Management Consulting / Strategy,0
Gems / Jewellery,Metal / Iron / Steel,0
Gifts / Toys / Stationary,BPO / Call Center,0.15
Gifts / Toys / Stationary,Fresher (No Industry),0.1
Gifts / Toys / Stationary,IT - Software,0.08
Gifts / Toys / Stationary,Manufacturing,0.07
Gifts / Toys / Stationary,Recruitment Services,0.07
Gifts / Toys / Stationary,Quality Certification,0.05
Gifts / Toys / Stationary,Banking / Financial Services,0.04
Gifts / Toys / Stationary,Education / Training,0.04
Gifts / Toys / Stationary,Export-Import / Trading,0.04
Gifts / Toys / Stationary,Internet / E-Commerce,0.04
Gifts / Toys / Stationary,Advertising / MR / PR / Events,0.03
Gifts / Toys / Stationary,Logistics / Courier / Transportation,0.03
Gifts / Toys / Stationary,Pharma / Biotech,0.03
Gifts / Toys / Stationary,Travel / Tourism,0.03
Gifts / Toys / Stationary,Automobile / Auto Ancillaries,0.02
Gifts / Toys / Stationary,FMCG / F&B,0.02
Gifts / Toys / Stationary,Insurance,0.02
Gifts / Toys / Stationary,Media / Dotcom / Entertainment,0.02
Gifts / Toys / Stationary,Retail,0.02
Gifts / Toys / Stationary,Architecture / Interior Design,0.01
Gifts / Toys / Stationary,Aviation / Airline,0.01
Gifts / Toys / Stationary,Consumer Durables / Electronics,0.01
Gifts / Toys / Stationary,Engineering / Construction,0.01
Gifts / Toys / Stationary,Environment / Waste Management,0.01
Gifts / Toys / Stationary,Hotel / Restaurant,0.01
Gifts / Toys / Stationary,Industrial Design,0.01
Gifts / Toys / Stationary,IT - Hardware / Networking,0.01
Gifts / Toys / Stationary,Management Consulting / Strategy,0.01
Gifts / Toys / Stationary,Medical / Healthcare,0.01
Gifts / Toys / Stationary,Oil & Gas / Petroleum,0.01
Gifts / Toys / Stationary,Security / Detective Services,0.01
Gifts / Toys / Stationary,Telecom / ISP,0.01
Gifts / Toys / Stationary,Textile / Garments / Fashion,0.01
Government Department,BPO / Call Center,0.53
Government Department,IT - Software,0.05
Government Department,Fresher (No Industry),0.05
Government Department,Manufacturing,0.04
Government Department,Banking / Financial Services,0.04
Government Department,Education / Training,0.03
Government Department,Recruitment Services,0.02
Government Department,Medical / Healthcare,0.02
Government Department,Engineering / Construction,0.02
Government Department,Pharma / Biotech,0.02
Government Department,Advertising / MR / PR / Events,0.02
Government Department,Hotel / Restaurant,0.01
Government Department,Internet / E-Commerce,0.01
Government Department,FMCG / F&B,0.01
Government Department,IT - Hardware / Networking,0.01
Government Department,Media / Dotcom / Entertainment,0.01
Government Department,Real Estate,0.01
Government Department,Insurance,0.01
Government Department,Automobile / Auto Ancillaries,0.01
Government Department,Government Department,0.01
Government Department,Logistics / Courier / Transportation,0.01
Government Department,Aviation / Airline,0.01
Government Department,Quality Certification,0.01
Government Department,Telecom / ISP,0
Government Department,Export-Import / Trading,0
Government Department,NGO / Social Work,0
Government Department,Textile / Garments / Fashion,0
Government Department,KPO / Analytics,0
Government Department,Management Consulting / Strategy,0
Government Department,Power / Energy,0
Government Department,Consumer Durables / Electronics,0
Government Department,Printing / Packaging,0
Government Department,Retail,0
Government Department,Security / Detective Services,0
Government Department,Travel / Tourism,0
Government Department,Cement / Building Material,0
Government Department,Fertilizers / Pesticides,0
Government Department,Legal,0
Government Department,Metal / Iron / Steel,0
Government Department,Oil & Gas / Petroleum,0
Government Department,Paper / Wood,0
Government Department,Agriculture / Dairy,0
Government Department,Architecture / Interior Design,0
Government Department,Astrology,0
Government Department,Furnishings / Sanitaryware / Electricals,0
Government Department,Gems / Jewellery,0
Government Department,Industrial Design,0
Government Department,M,0
Government Department,Matrimony,0
Government Department,Mining,0
Government Department,Paint,0
Government Department,Personal Care / Beauty,0
Hotel / Restaurant,Hotel / Restaurant,0.57
Hotel / Restaurant,BPO / Call Center,0.09
Hotel / Restaurant,Banking / Financial Services,0.05
Hotel / Restaurant,FMCG / F&B,0.03
Hotel / Restaurant,Fresher (No Industry),0.03
Hotel / Restaurant,Recruitment Services,0.03
Hotel / Restaurant,IT - Software,0.02
Hotel / Restaurant,Manufacturing,0.02
Hotel / Restaurant,Education / Training,0.02
Hotel / Restaurant,Travel / Tourism,0.01
Hotel / Restaurant,Advertising / MR / PR / Events,0.01
Hotel / Restaurant,Medical / Healthcare,0.01
Hotel / Restaurant,Quality Certification,0.01
Hotel / Restaurant,Aviation / Airline,0.01
Hotel / Restaurant,Automobile / Auto Ancillaries,0.01
Hotel / Restaurant,Engineering / Construction,0.01
Hotel / Restaurant,Insurance,0.01
Hotel / Restaurant,Pharma / Biotech,0.01
Hotel / Restaurant,Internet / E-Commerce,0.01
Hotel / Restaurant,Real Estate,0.01
Hotel / Restaurant,Management Consulting / Strategy,0
Hotel / Restaurant,Textile / Garments / Fashion,0
Hotel / Restaurant,Retail,0
Hotel / Restaurant,Logistics / Courier / Transportation,0
Hotel / Restaurant,KPO / Analytics,0
Hotel / Restaurant,Telecom / ISP,0
Hotel / Restaurant,IT - Hardware / Networking,0
Hotel / Restaurant,Chemical / Plastic / Rubber / Glass,0
Hotel / Restaurant,Export-Import / Trading,0
Hotel / Restaurant,Power / Energy,0
Hotel / Restaurant,Architecture / Interior Design,0
Hotel / Restaurant,Consumer Durables / Electronics,0
Hotel / Restaurant,NGO / Social Work,0
Hotel / Restaurant,Paper / Wood,0
Hotel / Restaurant,Security / Detective Services,0
Hotel / Restaurant,Fertilizers / Pesticides,0
Hotel / Restaurant,Gems / Jewellery,0
Hotel / Restaurant,Government Department,0
Hotel / Restaurant,M,0
Hotel / Restaurant,Furnishings / Sanitaryware / Electricals,0
Hotel / Restaurant,Media / Dotcom / Entertainment,0
Hotel / Restaurant,Agriculture / Dairy,0
Hotel / Restaurant,Animation,0
Hotel / Restaurant,Industrial Design,0
Hotel / Restaurant,Legal,0
Hotel / Restaurant,Metal / Iron / Steel,0
Hotel / Restaurant,Printing / Packaging,0
Hotel / Restaurant,Environment / Waste Management,0
Hotel / Restaurant,Mining,0
Hotel / Restaurant,Oil & Gas / Petroleum,0
Hotel / Restaurant,Personal Care / Beauty,0
Hotel / Restaurant,Sculpture / Craft,0
